title,release_year,release_month,budget,revenue,runtime,popularity,vote_average,vote_count,original_language,genre_count,production_company_count,language_count,is_english,has_tagline,log_budget,log_revenue,log_popularity,log_vote_count
Bull Durham,1988.0,6.0,7000000.0,50888000.0,108.0,6.924072,6.6,154.0,en,2,2,2,1,1,15.76142084987672,17.745137716991774,2.0699052151150643,5.043425116919247
Dog Day Afternoon,1975.0,8.0,1800000.0,46665856.0,125.0,7.530126,7.6,685.0,en,3,2,1,1,1,14.403297778421795,17.658523341754957,2.143604132789568,6.530877627725885
American Graffiti,1973.0,8.0,777000.0,140000000.0,110.0,9.188584,6.9,330.0,en,2,3,1,1,1,13.563196916350243,18.757152987716434,2.321267877814356,5.802118375377063
The Asphalt Jungle,1950.0,5.0,0.0,0.0,112.0,12.86559,7.5,102.0,en,4,1,1,1,1,0.0,0.0,2.6294102313538694,4.634728988229636
The Searchers,1956.0,3.0,3750000.0,0.0,119.0,7.803856,7.7,332.0,en,1,2,3,1,1,15.137266664613225,0.0,2.1751898073287244,5.808142489980444
The Big Country,1958.0,9.0,0.0,0.0,165.0,4.671032,7.8,70.0,en,3,1,3,1,1,0.0,0.0,1.735371111759755,4.2626798770413155
The Bridge at Remagen,1969.0,6.0,0.0,0.0,117.0,3.425892,6.2,37.0,en,3,1,2,1,0,0.0,0.0,1.4874718400658915,3.6375861597263857
Hangmen Also Die!,1943.0,4.0,0.0,0.0,134.0,2.54637,6.8,26.0,en,4,2,2,1,1,0.0,0.0,1.2659245451302739,3.295836866004329
On the Beach,1959.0,12.0,0.0,0.0,134.0,4.00437,6.7,60.0,en,3,1,1,1,1,0.0,0.0,1.610311530718497,4.110873864173311
The Taking of Pelham One Two Three,1974.0,10.0,0.0,0.0,104.0,7.762833,7.6,109.0,en,4,2,1,1,1,0.0,0.0,2.170519254491685,4.700480365792417
Volunteers,1985.0,8.0,0.0,0.0,107.0,7.511384,5.6,39.0,en,1,1,1,1,1,0.0,0.0,2.1414045615595154,3.6888794541139363
JFK,1991.0,12.0,40000000.0,205405498.0,189.0,13.813146,7.5,513.0,en,3,4,2,1,1,17.50439003707821,19.14049662725226,2.6955150297587283,6.2422232654551655
Who's Harry Crumb?,1989.0,2.0,0.0,0.0,94.0,7.102963,5.5,77.0,en,3,4,1,1,1,0.0,0.0,2.0922297972581174,4.356708826689592
Harry and the Hendersons,1987.0,6.0,0.0,49998613.0,110.0,9.296024,5.6,157.0,en,3,2,1,1,1,0.0,17.727505843008213,2.3317578012934397,5.062595033026967
Who's That Girl,1987.0,8.0,0.0,7305209.0,92.0,3.78346,5.2,51.0,en,1,2,1,1,1,0.0,15.804098350187003,1.5651641340231461,3.9512437185814275
She-Devil,1989.0,12.0,0.0,0.0,99.0,4.282807,5.4,82.0,en,1,1,1,1,0,0.0,0.0,1.6644575852415295,4.418840607796598
Blind Date,1987.0,3.0,18000000.0,39321715.0,95.0,6.696292,5.6,115.0,en,2,5,1,1,1,16.705882371415992,17.48728749420347,2.0407386544315758,4.7535901911063645
The Muppet Movie,1979.0,5.0,0.0,76657000.0,97.0,6.769866,7.0,168.0,en,3,2,1,1,1,0.0,18.154851496358333,2.0502529184135994,5.1298987149230735
The Great Muppet Caper,1981.0,6.0,0.0,0.0,95.0,8.87534,6.9,72.0,en,3,2,1,1,0,0.0,0.0,2.2900407405742205,4.290459441148391
The Muppets Take Manhattan,1984.0,7.0,8000000.0,0.0,94.0,5.89335,6.5,102.0,en,3,3,1,1,0,15.894952224644102,0.0,1.9305571787641669,4.634728988229636
We're Back! A Dinosaur's Story,1993.0,11.0,0.0,9317021.0,72.0,13.58903,5.8,109.0,en,3,3,1,1,1,0.0,16.047353607704864,2.6802698764314647,4.700480365792417
Titanic,1953.0,4.0,1805000.0,4905000.0,98.0,12.90707,6.2,27.0,en,3,1,4,1,1,14.406071703765585,15.405765854855177,2.632397343920205,3.332204510175204
A Night to Remember,1958.0,12.0,1680000.0,0.0,123.0,6.560231,7.5,45.0,en,3,1,5,1,1,14.33430494661736,0.0,2.0229017452801856,3.828641396489095
Erin Brockovich,2000.0,3.0,52000000.0,256271286.0,131.0,10.135446,7.1,730.0,en,1,1,2,1,1,17.76675429577647,19.36174715618618,2.4101333537913447,6.594413459749778
Final Destination,2000.0,3.0,23000000.0,53302314.0,98.0,14.961416,6.4,1416.0,en,1,3,2,1,1,16.951004817371683,17.791490321588743,2.7701743098906273,7.256297239690681
The Bear,1988.0,10.0,0.0,138241022.0,94.0,4.158572,6.9,85.0,en,3,2,1,1,1,0.0,18.74450926316625,1.6406597970066863,4.454347296253507
Mirror,1975.0,3.0,0.0,0.0,106.0,10.11584,7.8,147.0,ru,2,1,1,0,0,0.0,0.0,2.408371118109881,4.997212273764115
The Crimson Pirate,1952.0,9.0,1850000.0,0.0,105.0,2.255459,6.9,30.0,en,3,1,1,1,1,14.430696737594902,0.0,1.1803332795439025,3.4339872044851463
Thelma & Louise,1991.0,5.0,16000000.0,45361000.0,130.0,14.785388,7.2,766.0,en,4,3,1,1,1,16.588099342704055,17.63016328504151,2.7590847020056155,6.642486801367256
...And Justice for All,1979.0,10.0,0.0,33300000.0,119.0,6.291512,7.1,118.0,en,4,1,2,1,0,0.0,17.3210679849807,1.9867109319220315,4.77912349311153
Animal House,1978.0,7.0,2700000.0,141000000.0,109.0,7.525382,7.0,420.0,en,1,3,1,1,1,14.80876270134486,18.76427045543464,2.143047831549834,6.042632833682381
She's Gotta Have It,1986.0,8.0,0.0,0.0,84.0,7.056652,6.2,29.0,en,2,1,1,1,1,0.0,0.0,2.0864980856070647,3.4011973816621555
School Daze,1988.0,2.0,0.0,0.0,121.0,6.25967,6.1,27.0,en,2,2,1,1,0,0.0,0.0,1.982334373258161,3.332204510175204
Do the Right Thing,1989.0,6.0,6500000.0,37295445.0,120.0,10.465403,7.6,301.0,en,1,2,1,1,1,15.687312888712007,17.4343817860075,2.4393340661500202,5.71042701737487
Mo' Better Blues,1990.0,8.0,10000000.0,16153593.0,129.0,2.715137,6.3,48.0,en,2,2,1,1,0,16.118095750958314,16.597653121574567,1.3124155550133165,3.8918202981106265
Jungle Fever,1991.0,6.0,14000000.0,32482682.0,132.0,7.701918,6.0,71.0,en,2,2,1,1,0,16.454567959008102,17.296217674525977,2.163543461132969,4.276666119016055
Coogan's Bluff,1968.0,10.0,0.0,3110000.0,93.0,4.60692,6.2,80.0,en,4,2,1,1,1,0.0,14.950133605698774,1.7240015491603118,4.394449154672439
The Champ,1979.0,7.0,0.0,0.0,121.0,6.463112,6.7,38.0,en,2,1,1,1,1,0.0,0.0,2.0099724854063314,3.6635616461296463
Creature Comforts,1989.0,7.0,500000.0,0.0,5.0,2.329233,7.3,29.0,en,3,2,2,1,0,13.122365377402328,0.0,1.2027419471319176,3.4011973816621555
Death Wish,1974.0,7.0,3000000.0,22000000.0,93.0,12.968011,7.0,165.0,en,4,1,4,1,1,14.914123179965662,16.906553056777135,2.636769786611255,5.111987788356544
Death Wish 2,1982.0,2.0,2000000.0,45000000.0,88.0,7.965003,6.1,74.0,en,3,1,1,1,1,14.508658238524095,17.622173069956816,2.193328441691731,4.31748811353631
Death Wish 3,1985.0,11.0,9000000.0,16945171.0,92.0,12.829904,6.1,68.0,en,4,1,1,1,1,16.012735246411598,16.645493513458643,2.6268332042209046,4.23410650459726
Death Wish 4: The Crackdown,1987.0,6.0,0.0,0.0,99.0,4.566325,5.6,51.0,en,4,1,1,1,1,0.0,0.0,1.7167350516254305,3.9512437185814275
Death Wish 5: The Face of Death,1994.0,1.0,5000000.0,1702394.0,95.0,3.595599,5.0,46.0,en,4,2,1,1,1,15.424948670398354,14.347546641095073,1.525099106397606,3.8501476017100584
Double Indemnity,1944.0,4.0,927262.0,2500000.0,107.0,6.49432,8.0,425.0,en,3,1,1,1,1,13.739992515205028,14.731801689838349,2.0141454002871697,6.054439346269371
Dying Young,1991.0,6.0,0.0,0.0,111.0,10.762636,5.8,87.0,en,2,1,3,1,0,0.0,0.0,2.464928067012563,4.477336814478207
Cool as Ice,1991.0,10.0,6000000.0,1193062.0,91.0,2.329486,4.7,27.0,en,5,4,1,1,1,15.607270193858982,13.992034507732697,1.2028179377241388,3.332204510175204
Teenage Mutant Ninja Turtles,1990.0,3.0,13500000.0,202000000.0,93.0,13.184585,6.5,486.0,en,5,2,2,1,1,16.41820031748273,19.123778260315973,2.652155811576233,6.18826412308259
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991.0,3.0,25000000.0,78000000.0,88.0,7.994266,5.8,290.0,en,5,2,1,1,1,17.034386422832473,18.17221939747438,2.19658726318358,5.673323267171493
Teenage Mutant Ninja Turtles III,1993.0,3.0,21000000.0,42000000.0,96.0,8.13688,5.1,189.0,en,6,3,1,1,1,16.860033043306743,17.553180200057167,2.2123189705166464,5.247024072160486
Red Dawn,1984.0,8.0,4200000.0,38376497.0,114.0,8.233168,6.4,217.0,en,2,2,3,1,0,15.250595321348806,17.462955798940374,2.2228022182276823,5.384495062789089
Bloodsport,1988.0,2.0,1500000.0,11806119.0,92.0,8.822276,6.6,370.0,en,1,1,1,1,1,14.220976332738882,16.28412859905434,2.284652867405512,5.916202062607435
Eyes of Laura Mars,1978.0,8.0,7000000.0,20000000.0,104.0,3.705714,5.7,46.0,en,4,1,1,1,0,15.76142084987672,16.811242881518265,1.548777514977725,3.8501476017100584
"Good Morning, Vietnam",1987.0,12.0,13000000.0,123922370.0,121.0,9.023282,7.1,658.0,en,3,2,1,1,1,16.380459992348886,18.635165887201662,2.304910586935775,6.490723534502507
Grumpy Old Men,1993.0,12.0,0.0,0.0,103.0,7.529482,6.5,176.0,en,3,3,1,1,1,0.0,0.0,2.1435286328132137,5.176149732573829
Guess Who's Coming to Dinner,1967.0,12.0,4000000.0,56666667.0,108.0,5.032469,7.6,174.0,en,3,1,1,1,1,15.201805169084134,17.852696729875838,1.7971563796725156,5.1647859739235145
Romeo Must Die,2000.0,3.0,25000000.0,91036760.0,115.0,8.369176,6.0,334.0,en,3,2,2,1,1,17.034386422832473,18.326773949941376,2.2374251521485697,5.814130531825066
Here On Earth,2000.0,3.0,0.0,0.0,96.0,3.199357,5.4,48.0,en,1,2,1,1,0,0.0,0.0,1.4349314183309552,3.8918202981106265
Whatever It Takes,2000.0,3.0,15000000.0,9902115.0,94.0,3.550711,5.1,38.0,en,3,1,1,1,1,16.52356082573315,16.108259029639978,1.5152834844912169,3.6635616461296463
The Color of Paradise,1999.0,2.0,0.0,0.0,90.0,2.066253,7.1,34.0,fa,2,1,2,0,0,0.0,0.0,1.120456294983887,3.5553480614894135
Gothic,1986.0,11.0,0.0,0.0,84.0,2.578902,5.8,33.0,en,3,0,1,1,1,0.0,0.0,1.2750560494587309,3.5263605246161616
Lord of the Flies,1963.0,8.0,250000.0,0.0,92.0,7.597775,6.6,164.0,en,3,1,1,1,1,12.429220196836383,0.0,2.151503448855196,5.10594547390058
Modern Times,1936.0,2.0,1.0,8500000.0,87.0,8.159556,8.1,881.0,en,2,2,1,1,1,0.6931471805599453,15.955576839107596,2.2147977058955317,6.782192056006791
Heart and Souls,1993.0,8.0,0.0,16589540.0,104.0,8.450231,6.6,84.0,en,5,3,1,1,1,0.0,16.62428299451444,2.2460391856513353,4.442651256490317
Hud,1963.0,5.0,2500000.0,10000000.0,112.0,4.526285,7.4,69.0,en,3,1,1,1,1,14.731801689838349,16.118095750958314,1.709515799546991,4.248495242049359
The Hustler,1961.0,9.0,2000000.0,7600000.0,134.0,9.333533,7.6,243.0,en,1,2,1,1,1,14.508658238524095,15.843658936835498,2.335394238211003,5.497168225293202
Inherit the Wind,1960.0,6.0,0.0,0.0,128.0,6.302173,7.6,93.0,en,2,1,3,1,1,0.0,0.0,1.9881719750919307,4.543294782270004
Dersu Uzala,1975.0,8.0,4000000.0,0.0,144.0,4.713259,8.0,90.0,ru,3,3,1,0,1,15.201805169084134,0.0,1.7427896139151364,4.51085950651685
Close Encounters of the Third Kind,1977.0,11.0,20000000.0,303788635.0,135.0,10.610446,7.2,1122.0,en,2,3,4,1,1,16.811242881518265,19.531842741238037,2.451905210131302,7.023758954738443
The City of the Dead,1960.0,9.0,0.0,0.0,76.0,1.514972,6.5,34.0,en,2,1,1,1,1,0.0,0.0,0.9222616702889328,3.5553480614894135
Retroactive,1997.0,1.0,0.0,0.0,91.0,2.780487,6.0,39.0,en,2,2,1,1,0,0.0,0.0,1.3298528373116902,3.6888794541139363
A Place in the Sun,1951.0,6.0,0.0,0.0,122.0,6.656993,6.9,87.0,en,2,1,1,1,1,0.0,0.0,2.035619347934408,4.477336814478207
Jacob's Ladder,1990.0,11.0,25000000.0,25965144.0,113.0,8.176863,7.3,376.0,en,3,2,1,1,1,17.034386422832473,17.072265619685556,2.2166854250995307,5.932245187448011
Empire Records,1995.0,9.0,0.0,0.0,90.0,7.188728,6.6,188.0,en,2,3,1,1,1,0.0,0.0,2.102758574447609,5.241747015059643
La Bamba,1987.0,7.0,6500000.0,54215416.0,108.0,6.476534,6.8,120.0,en,2,2,1,1,1,15.687312888712007,17.808475872457105,2.011769315613846,4.795790545596741
Ladyhawke,1985.0,3.0,20000000.0,18432000.0,121.0,8.157587,6.8,264.0,en,4,2,1,1,1,16.811242881518265,16.729598896731225,2.214582716035204,5.579729825986222
Lucas,1986.0,3.0,6000000.0,8200000.0,108.0,4.57535,6.4,53.0,en,3,1,1,1,1,15.607270193858982,15.919644834185693,1.7183550956446423,3.9889840465642745
High Fidelity,2000.0,3.0,30000000.0,47126295.0,113.0,8.524956,7.0,636.0,en,4,2,2,1,1,17.216707972959764,17.668341704680554,2.253915301579523,6.456769655572163
The Road to El Dorado,2000.0,3.0,95000000.0,76432727.0,89.0,8.755188,7.0,892.0,en,4,2,1,1,1,18.36938746009113,18.151921539372882,2.2777992460574876,6.794586580876499
The Skulls,2000.0,3.0,15000000.0,35007180.0,106.0,11.363754,5.7,160.0,en,3,4,1,1,1,16.52356082573315,17.37106376983748,2.5147691275982993,5.081404364984463
El Dorado,1966.0,12.0,4653000.0,6000000.0,120.0,7.070669,7.2,96.0,en,1,2,2,1,1,15.353022945741872,15.607270193858982,2.088236378474126,4.574710978503383
Hook,1991.0,12.0,70000000.0,300854823.0,144.0,14.508137,6.7,1563.0,en,4,2,1,1,1,18.064005814299346,19.522138394070804,2.741364853919778,7.355001921105257
Horror Express,1972.0,9.0,300000.0,0.0,90.0,12.004189,6.2,63.0,en,1,2,1,1,1,12.611541086966115,0.0,2.565271536325583,4.1588830833596715
Torso,1973.0,1.0,0.0,0.0,97.0,2.911722,6.2,39.0,it,3,1,1,0,1,0.0,0.0,1.3639776862527653,3.6888794541139363
True Grit,1969.0,6.0,0.0,14250000.0,128.0,12.497833,7.3,205.0,en,1,1,1,1,1,0.0,16.47226753485437,2.602529154041389,5.327876168789581
Midnight Express,1978.0,9.0,2300000.0,35000000.0,121.0,7.186048,7.6,309.0,en,2,2,3,1,1,14.648420115681892,17.370858648025116,2.1024312417227,5.736572297479192
Misery,1990.0,11.0,20000000.0,61276872.0,107.0,15.020845,7.6,1085.0,en,2,3,1,1,1,16.811242881518265,17.93091305402675,2.773890686815953,6.990256500493881
My Life,1993.0,11.0,0.0,27484464.0,114.0,3.987514,6.2,50.0,en,2,3,1,1,1,0.0,17.129131493924632,1.606937589229586,3.9318256327243257
Solaris,1972.0,3.0,0.0,0.0,167.0,11.059785,7.7,364.0,ru,4,3,1,0,0,0.0,0.0,2.4898763636111054,5.8998973535824915
Network,1976.0,11.0,3800000.0,23689877.0,121.0,13.180457,7.8,391.0,en,1,2,2,1,1,15.150511887854474,16.98055842626945,2.651864749075487,5.971261839790462
No Way Out,1987.0,8.0,15000000.0,35509515.0,114.0,11.457803,6.9,155.0,en,3,1,2,1,1,16.52356082573315,17.385311274862993,2.522347173574801,5.049856007249537
The Odd Couple,1968.0,2.0,0.0,44527234.0,106.0,8.3539,7.5,121.0,en,1,1,1,1,1,0.0,17.611611582399007,2.2357933686329083,4.804021044733257
The Outlaw Josey Wales,1976.0,6.0,3700000.0,31800000.0,135.0,5.849522,7.4,303.0,en,2,2,3,1,1,15.123843647884687,17.274976879196945,1.9241788688174273,5.717027701406222
Frequency,2000.0,4.0,31000000.0,68106245.0,118.0,10.163266,7.0,473.0,en,4,1,1,1,1,17.249497794707484,18.036579484975572,2.412628566468574,6.161207321695077
Ready to Rumble,2000.0,4.0,24000000.0,12372410.0,107.0,3.69298,4.7,51.0,en,3,2,1,1,1,16.993564429978885,16.330979632409907,1.546067775136888,3.9512437185814275
Return to Me,2000.0,4.0,24000000.0,36609995.0,115.0,5.269733,6.1,68.0,en,3,2,2,1,1,16.993564429978885,17.41583187583665,1.835733770006059,4.23410650459726
Rules of Engagement,2000.0,4.0,60000000.0,71000000.0,128.0,10.278274,6.0,178.0,en,5,3,2,1,1,17.909855136853043,18.078190449090098,2.422878220177651,5.187385805840755
"Bell, Book and Candle",1958.0,12.0,0.0,0.0,106.0,6.441891,6.4,37.0,en,3,1,2,1,1,0.0,0.0,2.007124983216792,3.6375861597263857
Force 10 from Navarone,1978.0,11.0,5000000.0,7230000.0,118.0,5.05047,6.4,94.0,en,4,1,2,1,0,15.424948670398354,15.793749732447525,1.800135954975766,4.553876891600541
Mystery Train,1989.0,9.0,2800000.0,0.0,113.0,4.814921,7.0,92.0,en,3,2,3,1,0,14.845130332288226,0.0,1.7604272003237431,4.532599493153256
Arthur,1981.0,7.0,7000000.0,95461682.0,97.0,14.911301,6.5,125.0,en,3,1,1,1,1,15.76142084987672,18.374235499807728,2.7670296114766537,4.836281906951478
Bachelor Party,1984.0,6.0,6000000.0,38435947.0,105.0,5.511756,5.8,156.0,en,1,3,2,1,1,15.607270193858982,17.464503725480057,1.8736091587107786,5.056245805348308
Parenthood,1989.0,7.0,0.0,126297830.0,124.0,8.09806,6.4,177.0,en,3,2,1,1,1,0.0,18.65415341377658,2.2080612039820786,5.181783550292085
Predator,1987.0,6.0,18000000.0,98235548.0,107.0,18.495694,7.3,2129.0,en,4,6,2,1,1,16.705882371415992,18.40287871392627,2.9701936206724415,7.6638772587034705
The Prince of Tides,1991.0,12.0,30000000.0,74787599.0,132.0,2.960942,5.9,57.0,en,2,1,1,1,1,17.216707972959764,18.130162653801374,1.3764818757655952,4.060443010546419
The Postman Always Rings Twice,1981.0,3.0,12000000.0,0.0,122.0,8.049042,6.4,115.0,en,3,3,1,1,1,16.300417291085605,0.0,2.2026588957550643,4.7535901911063645
28 Days,2000.0,4.0,43000000.0,0.0,103.0,4.756669,6.0,210.0,en,2,1,1,1,1,17.57671069691365,0.0,1.7503590088175522,5.351858133476067
American Psycho,2000.0,4.0,7000000.0,34266564.0,102.0,13.686715,7.3,2128.0,en,3,3,3,1,1,15.76142084987672,17.34968065538676,2.6869433436675356,7.663407664893479
Keeping the Faith,2000.0,4.0,30000000.0,37036004.0,127.0,6.045585,5.9,161.0,en,1,3,3,1,1,17.216707972959764,17.427401105553844,1.9524011795185416,5.087596335232384
East Is East,1999.0,5.0,3800000.0,28200000.0,97.0,5.138367,6.5,60.0,en,1,3,3,1,1,15.150511887854474,17.154832571369333,1.8145587458731234,4.110873864173311
The Filth and the Fury,2000.0,3.0,0.0,0.0,108.0,2.756553,7.3,29.0,en,2,2,1,1,1,0.0,0.0,1.323501781605494,3.4011973816621555
Diner,1982.0,4.0,0.0,0.0,110.0,5.077092,6.9,84.0,en,2,1,1,1,1,0.0,0.0,1.8045262920874967,4.442651256490317
Shakes the Clown,1991.0,3.0,1400000.0,0.0,87.0,2.714993,5.5,25.0,en,2,1,1,1,1,14.151983508870947,0.0,1.3123767939149191,3.258096538021482
Cabaret,1972.0,2.0,6000000.0,0.0,124.0,10.82887,7.4,210.0,en,3,3,4,1,1,15.607270193858982,0.0,2.470543153563232,5.351858133476067
What Ever Happened to Baby Jane?,1962.0,10.0,980000.0,0.0,135.0,4.857003,7.9,210.0,en,3,3,1,1,1,13.795308871054397,0.0,1.7676380393151288,5.351858133476067
Prick Up Your Ears,1987.0,4.0,0.0,0.0,111.0,3.328585,6.1,27.0,en,1,1,1,1,0,0.0,0.0,1.4652406987686264,3.332204510175204
Auntie Mame,1958.0,12.0,0.0,0.0,143.0,1.849064,6.4,28.0,en,2,1,1,1,1,0.0,0.0,1.0469905192859228,3.367295829986474
Guys and Dolls,1955.0,11.0,5500000.0,0.0,150.0,4.860664,6.9,55.0,en,3,1,1,1,1,15.520258832020865,0.0,1.7682629077499672,4.02535169073515
The Hunger,1983.0,4.0,0.0,5979292.0,97.0,13.235179,6.4,114.0,en,3,2,1,1,1,0.0,15.603812891512652,2.6557162952909126,4.74493212836325
Marathon Man,1976.0,10.0,6500000.0,21709020.0,125.0,6.006812,7.2,227.0,en,1,1,5,1,1,15.687312888712007,16.893238446411157,1.946882818715913,5.429345628954441
Caddyshack,1980.0,7.0,6000000.0,39846344.0,98.0,10.451986,6.7,370.0,en,1,2,1,1,1,15.607270193858982,17.500541240048012,2.438163164741234,5.916202062607435
Gossip,2000.0,4.0,14000000.0,5108820.0,90.0,8.25719,5.6,70.0,en,3,4,2,1,1,16.454567959008102,15.446479211488544,2.225400546882541,4.2626798770413155
Love & Basketball,2000.0,4.0,20000000.0,27728118.0,124.0,5.733227,7.5,93.0,en,4,1,2,1,1,16.811242881518265,17.137957582619023,1.9070545235351453,4.543294782270004
U-571,2000.0,4.0,62000000.0,127666415.0,116.0,7.879924,6.1,345.0,en,4,3,4,1,1,17.9426449591384,18.664931295028406,2.1837929984088955,5.846438775057724
The Virgin Suicides,1999.0,4.0,6000000.0,10409377.0,97.0,10.505387,7.1,841.0,en,2,1,1,1,1,15.607270193858982,16.15821768856588,2.442815360470491,6.7357800142423265
Jennifer Eight,1992.0,11.0,20000000.0,11390479.0,124.0,4.620936,5.8,74.0,en,3,1,1,1,1,16.811242881518265,16.24828847676543,1.7264981980807188,4.31748811353631
Limelight,1952.0,10.0,0.0,0.0,137.0,10.755881,8.0,99.0,en,3,1,1,1,1,0.0,0.0,2.464353626014795,4.605170185988092
The Crow: Salvation,2000.0,10.0,10000000.0,0.0,102.0,6.311201,4.9,74.0,en,3,3,2,1,1,16.118095750958314,0.0,1.9894075557522979,4.31748811353631
The Flintstones in Viva Rock Vegas,2000.0,4.0,83000000.0,59468275.0,90.0,6.053595,4.4,140.0,en,4,2,1,1,1,18.234351177809064,17.90095355185615,1.9535374159325407,4.948759890378168
Where the Heart Is,2000.0,4.0,15000000.0,33771174.0,120.0,5.833133,6.9,159.0,en,3,2,1,1,1,16.52356082573315,17.335118185952478,1.9217832799733283,5.075173815233827
The Big Kahuna,2000.0,4.0,7000000.0,3728888.0,90.0,4.896026,6.8,91.0,en,2,2,1,1,0,15.76142084987672,15.131620892024438,1.7742785646466477,4.5217885770490405
The Idiots,1998.0,4.0,2500000.0,7235.0,117.0,9.174221,6.7,107.0,da,2,2,1,0,0,14.731801689838349,8.886823846515187,2.319857168201217,4.68213122712422
The Hidden,1987.0,10.0,0.0,0.0,96.0,5.467128,6.7,85.0,en,4,4,1,1,1,0.0,0.0,1.8667321150627667,4.454347296253507
Gladiator,2000.0,5.0,103000000.0,457640427.0,155.0,23.186667,7.9,5566.0,en,3,7,1,1,1,18.450239555902648,19.941594342029514,3.185801530920469,8.624611588183507
Human Traffic,1999.0,6.0,600000.0,4000000.0,99.0,4.988283,6.8,98.0,en,2,2,1,1,1,13.304686600863562,15.201805169084134,1.7898047266296517,4.59511985013459
Breathless,1983.0,5.0,0.0,19910002.0,100.0,7.587797,5.6,67.0,en,4,3,1,1,1,0.0,16.80673282671842,2.1503422421032536,4.219507705176107
Inferno,1980.0,2.0,3000000.0,0.0,107.0,4.783203,6.6,113.0,en,2,1,2,1,1,14.914123179965662,0.0,1.7549576814477639,4.736198448394496
Mr. Mom,1983.0,7.0,0.0,64783827.0,91.0,10.693092,6.5,79.0,en,3,3,3,1,1,0.0,17.986566562274017,2.458998240082416,4.382026634673881
Time Masters,1982.0,3.0,0.0,0.0,75.0,8.717863,7.4,38.0,fr,5,8,1,0,0,0.0,0.0,2.2739657383334033,3.6635616461296463
Battlefield Earth,2000.0,5.0,44000000.0,21400000.0,118.0,5.276926,3.0,259.0,en,3,5,2,1,1,17.599700214609808,16.87890152672105,1.8368803701946905,5.560681631015528
Center Stage,2000.0,5.0,18000000.0,17200925.0,115.0,10.491734,6.8,95.0,en,2,1,1,1,1,16.705882371415992,16.660473777543814,2.441627994312437,4.564348191467836
Hamlet,2000.0,5.0,2000000.0,1568749.0,112.0,12.896203,6.0,35.0,en,1,2,1,1,1,14.508658238524095,14.26578968186223,2.631615637352538,3.58351893845611
Anchors Aweigh,1945.0,7.0,0.0,0.0,143.0,4.35038,6.3,44.0,en,4,1,2,1,1,0.0,0.0,1.6771675864229267,3.8066624897703196
Blue Hawaii,1961.0,11.0,0.0,0.0,102.0,6.656799,5.2,32.0,en,3,2,3,1,1,0.0,0.0,2.035594011296688,3.4965075614664802
On the Town,1949.0,12.0,2111250.0,0.0,98.0,3.446446,6.9,50.0,en,3,1,1,1,1,14.562791220757084,0.0,1.4921051254005913,3.9318256327243257
Pee-wee's Big Adventure,1985.0,7.0,6000000.0,40940662.0,90.0,11.461437,6.6,239.0,en,2,2,1,1,1,15.607270193858982,17.527634332497165,2.522638835762393,5.480638923341991
Saludos Amigos,1942.0,8.0,0.0,0.0,42.0,3.92433,5.8,57.0,en,2,2,2,1,1,0.0,0.0,1.594188224760552,4.060443010546419
Honeymoon in Vegas,1992.0,8.0,25000000.0,0.0,96.0,8.573348,5.5,85.0,en,4,3,1,1,1,17.034386422832473,0.0,2.2589829875441665,4.454347296253507
Dinosaur,2000.0,5.0,127500000.0,354248063.0,82.0,9.998415,6.2,563.0,en,2,2,1,1,1,18.663626930405893,19.685507971453088,2.397751171507187,6.335054251498059
Loser,2000.0,7.0,0.0,0.0,98.0,6.244901,5.0,122.0,en,4,1,1,1,1,0.0,0.0,1.980297911083011,4.812184355372417
Road Trip,2000.0,5.0,16000000.0,119754278.0,93.0,8.00158,5.9,550.0,en,2,2,1,1,1,16.588099342704055,18.600952526393517,2.197400117483702,6.311734809152915
Small Time Crooks,2000.0,5.0,0.0,0.0,94.0,9.569183,6.4,155.0,en,3,1,1,1,1,0.0,0.0,2.3579425026658436,5.049856007249537
Possession,1981.0,5.0,0.0,0.0,123.0,10.505671,6.9,153.0,fr,2,3,3,0,1,0.0,0.0,2.442840044255132,5.0369526024136295
The Twelve Chairs,1970.0,10.0,0.0,0.0,94.0,3.869883,6.7,29.0,en,1,2,2,1,1,0.0,0.0,1.5830699121652452,3.4011973816621555
Mission: Impossible II,2000.0,5.0,125000000.0,546388105.0,123.0,18.97178,5.9,1966.0,en,3,3,1,1,1,18.643824303266577,20.118840098048352,2.9943202771561026,7.584264818389059
Shanghai Noon,2000.0,5.0,55000000.0,56932305.0,110.0,10.308442,6.2,756.0,en,4,3,3,1,1,17.822843761378564,17.857373505991344,2.425549526439225,6.6293632534374485
Carnival of Souls,1962.0,9.0,30000.0,0.0,78.0,9.505439,6.7,94.0,en,2,1,1,1,1,10.308985993422082,0.0,2.35189312304779,4.553876891600541
The Gold Rush,1925.0,6.0,923000.0,2500000.0,95.0,6.202041,7.7,308.0,en,3,1,1,1,1,13.73538559690802,14.731801689838349,1.9743644580735729,5.733341276897746
Monsieur Verdoux,1947.0,4.0,2000000.0,0.0,124.0,6.466517,7.9,74.0,en,3,1,2,1,1,14.508658238524095,0.0,2.010428625349131,4.31748811353631
On Her Majesty's Secret Service,1969.0,12.0,6500000.0,81974493.0,142.0,9.356264,6.5,464.0,en,3,3,2,1,1,15.687312888712007,18.221918708062333,2.3375915540324983,6.142037405587356
